"Age","Gender","Education","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34"
"18-24","Male","Master’s degree or higher",5,1,1,6,3,7,1,4,3,1,2,1,4,7,1,2,6,5,7,2,3,4,4,4,4,7,6,2,3,4,3,6,7,6
"18-24","Male","Master’s degree or higher",6,5,3,7,6,1,2,3,5,1,5,7,1,1,5,4,2,1,5,7,5,7,5,5,3,4,7,5,2,4,7,7,6,7
"18-24","Female","High school graduate",6,5,3,6,6,2,7,2,1,4,7,5,1,6,4,6,1,4,5,1,4,2,2,6,4,1,4,3,5,5,4,7,6,6
"35-44","Male","Some college",1,1,2,6,7,6,7,1,6,7,1,7,2,1,7,2,1,3,7,4,2,7,4,5,3,5,1,3,3,2,1,5,6,6
"35-44","Female","Master’s degree or higher",5,4,7,3,7,7,5,6,3,5,4,2,3,1,5,1,2,7,5,6,6,4,3,7,2,7,5,6,2,4,4,2,6,1
"25-34","Male","Some college",5,3,3,3,4,7,6,4,6,6,7,3,4,5,7,6,7,5,2,1,4,5,5,4,2,6,2,7,7,1,2,7,4,6
"35-44","Male","Some college",1,1,4,4,2,5,1,5,4,2,1,7,2,2,6,4,1,5,4,7,4,3,6,7,3,5,2,5,3,3,3,7,3,4
"45-54","Female","Some college",4,1,6,1,5,2,1,5,2,6,7,5,6,5,3,4,1,2,6,2,2,2,2,6,6,7,3,3,4,6,5,4,6,4
"55-64","Female","Bachelor’s degree",6,5,5,6,6,3,1,3,5,7,2,4,6,3,4,6,5,4,2,5,3,7,4,1,4,1,5,3,2,6,1,1,5,1
"55-64","Non-binary","Bachelor’s degree",5,2,4,7,5,5,5,2,4,2,4,5,3,2,6,7,5,1,6,4,4,6,6,1,4,3,3,1,6,2,3,5,1,4
"25-34","Male","High school graduate",6,3,3,7,4,1,2,2,4,4,7,7,2,6,5,2,4,2,6,6,5,5,2,7,5,6,4,3,7,1,6,5,2,5
"35-44","Female","Less than high school",5,6,3,2,6,2,2,7,7,4,2,4,6,7,7,5,5,5,5,7,6,3,5,1,4,6,1,3,6,3,5,7,2,6
"25-34","Male","High school graduate",2,4,2,7,3,6,7,1,6,6,5,5,4,3,3,7,2,1,5,6,2,2,6,1,3,2,2,3,5,5,6,7,6,2
"35-44","Female","High school graduate",5,5,4,1,3,6,2,1,2,1,3,2,3,6,1,7,2,5,4,1,4,7,2,6,2,5,3,3,4,6,6,7,1,1
"25-34","Female","Some college",2,2,2,4,1,2,2,4,7,4,7,4,4,1,3,6,5,4,4,3,6,4,7,7,5,1,3,7,5,6,7,2,4,3
"25-34","Female","Bachelor’s degree",2,2,4,1,3,4,1,2,3,2,1,1,6,5,2,6,3,6,2,1,7,6,2,6,7,4,5,4,2,4,6,1,2,1
"55-64","Male","Bachelor’s degree",1,3,6,4,4,2,1,1,4,1,4,6,4,7,2,3,1,6,5,5,2,3,6,6,7,6,2,6,2,5,6,5,7,3
"18-24","Male","Master’s degree or higher",4,3,7,7,3,6,3,6,7,1,1,4,5,1,5,5,1,4,5,6,5,3,4,6,6,1,2,5,6,6,3,3,4,4
"18-24","Female","Some college",5,2,3,4,5,6,2,2,4,5,2,3,4,4,7,4,7,6,7,2,4,1,2,5,1,7,6,4,2,6,7,3,6,4
"25-34","Male","High school graduate",7,5,2,4,1,2,6,1,1,3,2,1,4,5,1,7,5,7,1,4,2,1,4,1,3,5,2,5,5,6,2,1,1,4
"18-24","Female","Less than high school",2,7,1,6,5,1,7,2,1,3,6,4,3,7,3,4,3,3,3,4,4,2,3,6,7,6,4,1,6,3,1,4,7,5
"18-24","Male","Some college",4,4,5,3,5,1,6,4,4,5,1,7,4,1,5,2,1,5,7,6,5,6,5,2,2,5,5,1,3,1,4,2,3,4
"18-24","Male","Bachelor’s degree",5,2,5,6,5,4,2,5,4,6,4,3,3,5,2,4,7,5,4,1,5,2,6,4,3,4,5,2,5,1,4,7,7,6
"18-24","Male","Bachelor’s degree",6,7,2,3,1,6,1,1,6,3,4,6,5,6,6,5,3,1,6,7,2,5,6,5,3,5,5,2,2,1,7,5,2,4
"65+","Male","High school graduate",1,2,3,3,2,3,6,7,6,3,5,6,3,3,2,5,5,2,7,5,3,1,5,5,6,7,4,6,4,6,6,2,6,7
"45-54","Female","Bachelor’s degree",6,7,4,5,4,7,7,5,6,4,3,3,1,5,5,1,1,4,2,2,1,4,5,5,3,2,1,7,2,2,7,6,5,2
"25-34","Male","High school graduate",1,1,6,6,6,6,4,3,5,2,2,7,2,5,6,5,5,6,6,4,2,7,5,2,1,4,1,2,5,6,3,6,5,7
"25-34","Male","Some college",7,1,4,6,1,6,5,3,5,2,3,5,1,4,1,1,7,6,2,5,4,5,1,5,3,2,3,3,6,4,3,5,4,3
"55-64","Female","Some college",6,3,6,4,6,4,5,1,7,5,3,5,4,2,3,5,2,5,4,1,4,1,1,3,1,6,7,5,1,5,6,5,3,4
"45-54","Male","Bachelor’s degree",2,7,6,3,1,5,7,7,1,1,5,6,4,7,3,4,7,3,1,6,1,5,3,3,2,4,6,2,2,1,7,6,4,3
"25-34","Male","Bachelor’s degree",6,1,1,6,1,7,4,5,4,7,5,6,1,3,1,2,2,4,1,2,4,3,1,4,6,1,1,1,2,4,4,5,4,3
"18-24","Female","Bachelor’s degree",3,2,7,6,6,7,3,4,1,4,4,4,3,1,6,6,3,3,6,1,4,3,3,3,7,1,3,2,3,1,3,4,4,3
"<18","Male","Bachelor’s degree",1,2,4,3,4,7,2,4,7,1,4,4,3,4,6,5,4,5,1,2,1,7,7,4,6,3,5,4,2,7,5,4,5,3
"35-44","Female","Some college",7,6,5,1,1,7,4,4,7,7,6,4,7,3,2,7,4,7,3,3,5,6,3,6,7,4,4,7,1,2,1,3,5,7
"45-54","Male","Master’s degree or higher",2,7,5,6,3,5,4,1,7,6,3,1,6,3,3,3,1,6,2,4,2,1,3,3,2,5,1,6,3,5,2,4,6,1
"35-44","Male","Master’s degree or higher",1,3,3,2,4,7,4,2,7,7,2,7,1,6,7,3,7,6,7,4,5,3,1,4,2,7,3,7,6,6,3,2,1,6
"45-54","Male","High school graduate",6,6,6,7,4,1,1,6,2,4,1,3,5,1,7,6,2,4,6,3,7,7,2,6,6,4,1,2,4,3,3,3,4,6
"65+","Female","Bachelor’s degree",7,1,1,7,1,3,7,1,4,7,1,7,1,6,7,7,5,6,2,7,3,3,6,5,2,4,1,6,3,7,6,2,5,7
"35-44","Male","Some college",3,1,1,6,1,5,3,1,4,6,7,3,6,3,5,6,5,3,7,1,7,5,3,5,5,7,4,7,4,6,6,4,1,3
"35-44","Male","Some college",1,6,6,4,4,3,3,7,1,2,6,4,3,4,1,1,1,6,3,1,5,6,6,3,6,1,2,4,3,5,1,2,2,3
"25-34","Male","High school graduate",1,2,4,3,3,1,1,7,7,6,3,3,6,3,3,3,7,3,2,4,7,7,6,3,4,6,2,7,7,6,4,7,5,2
"35-44","Male","Master’s degree or higher",3,4,6,2,3,2,1,4,6,2,1,6,2,3,4,2,3,5,6,5,1,5,3,1,2,5,7,4,2,2,1,3,7,6
"25-34","Male","Less than high school",4,5,3,5,2,2,1,1,3,5,1,7,2,7,5,1,1,7,5,2,2,1,1,3,2,2,6,2,1,1,5,3,1,4
"45-54","Male","Some college",3,1,3,3,7,1,2,2,4,3,5,3,5,2,3,5,3,6,5,2,6,7,7,2,3,7,7,3,5,4,5,4,7,4
"25-34","Female","Bachelor’s degree",7,4,1,5,1,5,1,4,2,6,5,2,7,2,6,1,3,1,5,5,2,4,3,6,4,4,5,4,5,2,5,4,4,2
"<18","Female","Some college",3,2,4,4,7,3,7,5,1,6,1,6,2,2,3,3,7,5,6,6,7,2,6,2,1,2,1,7,2,7,4,6,3,4
"18-24","Male","Master’s degree or higher",4,4,4,1,2,1,3,3,3,4,7,1,7,6,3,3,3,6,7,1,2,7,1,5,3,4,6,2,2,5,7,3,4,1
"55-64","Male","Bachelor’s degree",4,2,2,3,1,5,7,5,5,4,6,1,7,3,5,7,4,7,7,1,7,6,5,2,5,6,7,4,2,5,1,7,3,4
"45-54","Male","Some college",3,5,1,5,6,7,4,7,4,1,7,3,2,6,3,5,7,7,5,3,7,5,5,7,6,1,6,3,3,4,1,7,6,5
"25-34","Female","Bachelor’s degree",1,2,7,6,5,7,1,4,5,7,6,6,2,2,2,5,7,4,3,3,1,6,2,5,1,4,3,1,2,1,5,2,2,3
"45-54","Male","Master’s degree or higher",1,2,2,2,3,6,6,5,5,7,5,6,5,1,1,7,3,2,5,4,4,7,6,1,1,3,3,2,1,5,3,2,4,3
"45-54","Male","High school graduate",3,4,3,4,4,3,6,5,6,7,7,5,1,7,7,6,7,7,2,2,1,7,5,2,2,3,1,4,3,7,1,6,4,1
"45-54","Male","High school graduate",4,6,2,1,6,6,3,6,6,3,3,2,1,1,7,2,4,4,3,4,6,7,7,5,7,6,3,1,7,4,2,1,7,2
"45-54","Female","Some college",5,7,4,7,1,2,2,1,2,2,6,3,1,4,5,6,2,2,5,6,1,7,3,2,3,7,5,6,1,4,1,7,5,2
"45-54","Male","High school graduate",5,1,5,1,1,5,1,2,5,3,5,1,5,1,5,2,7,4,6,1,7,7,3,5,1,5,3,6,7,2,6,7,7,5
"25-34","Non-binary","Master’s degree or higher",3,2,4,4,5,5,1,6,7,4,7,3,3,3,3,6,7,2,1,3,1,5,1,5,1,2,2,5,4,2,4,7,1,6
"25-34","Female","High school graduate",6,6,3,6,1,6,3,5,2,5,1,1,5,1,7,7,6,7,4,5,5,1,4,7,1,1,2,2,6,3,3,1,5,2
"55-64","Female","Some college",7,3,6,7,5,5,5,3,6,4,1,5,2,1,4,1,7,2,4,2,1,6,4,4,7,5,1,3,5,5,6,7,3,2
"55-64","Male","Some college",7,7,5,3,2,4,6,6,5,4,5,4,4,1,1,4,5,7,4,5,7,4,7,5,2,4,7,6,6,1,2,2,7,4
"25-34","Male","Some college",7,5,2,4,4,2,6,3,5,7,2,3,1,3,3,4,4,7,4,3,6,3,5,2,1,4,7,4,6,3,7,4,3,2
"25-34","Non-binary","High school graduate",4,7,1,3,1,6,3,2,4,2,5,6,7,5,1,2,4,6,1,4,3,5,2,4,7,3,5,2,4,3,2,5,1,6
"25-34","Female","Master’s degree or higher",7,7,3,5,7,5,1,4,2,6,7,2,1,5,4,4,6,7,5,3,2,5,6,4,7,5,5,4,4,7,4,6,7,5
"35-44","Female","Master’s degree or higher",6,6,3,6,3,7,4,4,7,6,2,5,4,4,7,2,2,4,4,3,2,5,4,7,2,1,3,1,4,3,2,7,7,1
"18-24","Female","Some college",6,2,2,6,5,6,5,3,3,1,5,5,5,7,3,6,6,2,4,5,1,5,4,6,3,3,6,4,6,1,3,2,3,5
"25-34","Male","Bachelor’s degree",6,6,6,5,6,1,4,4,6,5,5,5,7,3,5,5,4,3,4,3,1,5,3,4,6,4,2,1,4,6,2,3,6,3
"25-34","Female","Bachelor’s degree",3,7,1,3,5,2,1,2,5,7,4,2,1,1,7,1,6,6,1,1,7,5,3,7,2,4,7,4,2,3,1,1,4,5
"45-54","Female","Bachelor’s degree",5,3,1,6,7,4,6,7,5,4,6,7,4,5,3,1,2,6,6,5,1,3,4,6,4,4,4,4,2,2,5,6,1,1
"35-44","Female","Bachelor’s degree",6,3,2,2,4,1,1,4,5,2,6,2,4,6,5,5,4,6,7,2,7,2,4,7,4,2,5,1,1,3,2,1,2,7
"45-54","Male","Bachelor’s degree",6,5,5,4,3,5,1,4,6,4,6,3,7,7,3,3,5,5,7,7,5,1,6,4,3,6,4,7,3,2,1,6,5,3
"35-44","Male","Some college",3,7,7,5,1,6,1,5,3,7,2,1,6,3,4,6,5,3,7,2,2,1,3,3,2,1,6,3,2,6,1,2,1,1
"25-34","Male","Some college",4,5,2,7,6,1,5,7,1,5,1,5,7,3,4,3,4,5,2,5,7,6,3,7,1,3,1,3,1,1,5,4,2,2
"25-34","Female","Some college",2,6,4,6,5,4,2,3,5,4,5,1,3,5,6,2,1,2,2,7,6,3,3,2,5,3,1,7,7,4,5,3,4,6
"55-64","Female","High school graduate",5,1,1,1,5,7,7,1,2,4,1,1,3,3,2,1,4,3,5,1,7,7,5,1,4,1,3,2,1,6,1,4,6,7
"55-64","Male","Bachelor’s degree",7,6,2,1,5,7,5,1,2,5,7,7,6,5,2,1,2,5,2,7,5,2,4,2,3,7,7,6,1,1,5,3,4,4
"35-44","Female","Bachelor’s degree",7,3,6,6,2,5,6,7,4,5,5,5,4,6,6,7,1,4,6,2,1,6,3,4,7,5,1,4,3,4,5,6,5,2
"55-64","Male","Bachelor’s degree",5,7,2,2,6,7,2,3,1,7,7,5,3,4,5,6,6,7,5,4,5,2,5,1,6,1,5,5,7,6,6,2,3,3
"<18","Male","High school graduate",2,3,3,4,3,4,6,7,3,2,7,6,4,5,5,4,6,7,5,3,5,6,2,6,7,3,7,3,5,2,3,7,6,7
"<18","Female","Bachelor’s degree",4,3,6,6,7,7,3,6,6,1,7,1,6,4,3,4,2,6,1,4,7,5,5,5,6,5,5,4,4,2,2,7,3,3
"45-54","Female","Some college",7,2,3,2,3,4,4,5,4,2,1,5,3,3,1,2,5,3,5,6,5,1,7,3,1,1,6,7,7,6,6,1,1,3
"35-44","Male","Bachelor’s degree",7,3,4,3,3,1,4,4,7,5,4,2,7,2,4,1,3,6,4,3,7,7,6,5,1,7,3,5,7,2,6,1,5,4
"18-24","Female","Some college",6,6,2,7,2,3,7,6,6,7,2,7,5,6,6,4,5,3,2,4,7,5,1,6,6,3,3,2,4,7,1,7,5,4
"18-24","Non-binary","High school graduate",5,2,7,2,3,3,6,6,1,2,1,1,2,4,1,1,4,6,2,3,4,2,6,2,4,7,3,6,2,1,1,6,7,7
"25-34","Female","Less than high school",2,1,2,1,4,2,6,3,3,4,2,1,7,4,4,4,6,5,1,3,4,3,5,5,2,7,5,5,4,4,6,7,7,5
"35-44","Female","Master’s degree or higher",5,3,7,1,5,2,3,6,1,3,4,2,7,1,7,6,2,1,2,2,3,1,7,1,5,6,4,6,3,1,4,2,1,6
"18-24","Female","Bachelor’s degree",2,6,4,6,2,4,1,6,6,6,2,7,2,4,3,3,7,7,7,1,1,6,5,2,1,7,4,5,2,5,7,7,4,6
"18-24","Non-binary","High school graduate",1,3,4,2,2,3,4,7,2,4,4,1,3,1,2,6,3,2,5,1,3,2,3,4,2,1,5,2,4,7,2,7,1,5
"25-34","Female","Bachelor’s degree",1,5,5,6,2,3,6,7,2,5,4,1,5,3,4,6,1,3,1,4,6,5,7,3,3,7,5,3,5,7,2,2,5,6
"18-24","Male","Bachelor’s degree",7,3,6,2,2,5,2,2,6,3,2,1,4,6,5,4,6,1,3,2,3,4,5,3,3,2,7,1,6,4,2,5,5,4
"45-54","Male","High school graduate",5,6,2,3,2,2,4,4,7,4,4,2,5,1,7,6,3,2,5,5,3,4,5,2,2,6,6,5,5,7,7,2,4,7
"55-64","Male","Bachelor’s degree",5,6,6,1,3,6,6,1,7,4,3,6,6,3,3,5,5,7,5,3,2,6,6,5,4,1,1,2,7,7,1,4,7,6
"18-24","Male","Some college",7,5,4,5,1,2,6,3,1,5,3,7,4,7,7,1,7,1,2,7,7,2,2,1,2,4,2,7,3,4,1,1,3,4
"25-34","Male","Master’s degree or higher",5,4,2,1,7,1,6,7,3,3,1,1,3,5,4,3,3,4,5,5,6,3,1,1,6,6,2,2,6,5,4,1,3,2
"35-44","Female","Less than high school",5,5,6,6,1,5,4,2,6,2,7,6,7,7,3,4,2,5,4,4,5,7,5,5,4,1,2,3,2,6,3,1,7,3
"25-34","Male","Master’s degree or higher",1,4,3,6,5,6,4,6,5,1,3,1,6,4,5,3,5,2,1,3,7,7,5,2,2,3,4,5,7,6,3,5,6,3
"18-24","Female","Some college",3,4,4,1,1,3,7,4,5,5,5,5,7,4,7,3,6,6,7,7,7,6,4,6,2,6,1,7,2,3,7,6,2,3
"35-44","Male","Bachelor’s degree",3,4,1,3,2,5,2,6,7,7,6,4,6,2,4,5,2,5,5,4,3,4,6,3,2,6,7,3,5,4,2,7,2,4
"35-44","Female","Less than high school",4,7,3,5,6,6,4,7,5,7,7,7,2,3,3,5,7,2,7,4,2,7,5,6,6,1,3,4,1,2,7,5,7,2
"35-44","Male","Less than high school",5,6,4,4,7,2,3,7,3,7,3,7,5,6,4,1,7,5,6,2,7,3,2,1,5,4,6,5,4,5,4,6,2,4
"<18","Male","Bachelor’s degree",3,6,6,7,2,7,7,7,1,3,4,1,3,7,6,3,2,5,6,7,5,5,7,1,5,3,4,7,5,2,3,3,4,4
"35-44","Female","Bachelor’s degree",7,3,5,7,6,2,3,7,2,3,4,1,2,6,7,7,7,3,5,2,2,3,7,5,4,3,6,6,4,4,6,1,6,3
"18-24","Male","Bachelor’s degree",1,3,6,5,4,6,4,1,1,2,7,7,2,4,3,2,1,4,6,2,3,6,1,5,2,5,2,4,3,6,1,2,4,4
"18-24","Male","Bachelor’s degree",4,7,2,4,5,3,6,5,2,4,6,3,6,4,4,4,3,3,1,3,5,7,7,4,1,2,4,4,1,1,7,5,4,1
"25-34","Female","Some college",3,4,1,3,5,5,7,7,2,5,1,3,4,7,7,7,3,7,3,1,6,6,3,4,7,1,7,6,1,4,2,7,1,2
"18-24","Male","Bachelor’s degree",1,1,2,1,6,4,3,7,5,5,5,2,1,2,4,6,7,5,1,5,7,5,3,1,7,1,6,3,6,4,4,3,7,7
"25-34","Male","High school graduate",2,7,7,5,1,7,3,7,7,3,6,2,7,4,3,2,2,2,7,4,1,7,1,2,2,1,4,1,7,5,4,3,6,4
"35-44","Male","Bachelor’s degree",1,5,4,5,2,2,5,7,2,7,2,7,5,2,4,4,4,2,6,5,1,1,4,5,4,7,2,3,4,7,4,3,7,4
"35-44","Male","High school graduate",6,4,2,5,6,3,6,3,3,4,7,6,2,2,4,3,6,6,1,1,6,3,4,6,4,2,6,6,3,2,4,7,1,3
"<18","Male","Some college",6,6,6,2,6,1,1,7,6,1,3,5,1,6,7,3,6,1,2,1,7,1,1,5,7,7,2,6,2,7,4,7,7,4
"55-64","Female","Bachelor’s degree",6,2,1,4,1,5,4,1,6,1,3,7,3,7,6,5,3,2,2,1,6,5,4,3,2,7,2,2,2,6,5,2,3,4
"25-34","Male","High school graduate",6,5,5,3,7,6,7,5,7,1,3,7,6,6,6,1,5,2,7,2,6,6,7,2,1,1,2,4,1,7,3,3,1,2
"18-24","Male","Some college",1,5,4,2,7,6,4,7,4,3,1,3,2,5,1,7,5,2,6,6,4,7,5,5,4,3,5,1,3,3,7,6,6,7
"25-34","Female","Bachelor’s degree",4,6,1,1,4,3,6,4,3,7,3,2,5,1,6,5,3,4,2,2,2,3,1,5,6,3,4,4,6,3,7,6,2,5
"18-24","Male","Bachelor’s degree",3,2,5,7,1,5,7,6,3,3,5,2,5,3,4,6,5,2,3,2,2,5,3,5,4,5,1,6,7,2,6,5,4,4
"35-44","Female","Bachelor’s degree",7,2,7,6,1,7,1,4,7,4,6,2,7,5,7,5,3,7,1,1,6,7,5,6,5,4,7,6,5,1,1,6,4,7
"65+","Male","Some college",6,3,2,7,5,3,4,6,2,5,4,6,2,6,2,4,5,1,1,3,3,3,7,5,6,1,5,6,2,3,2,2,6,6
"25-34","Female","Less than high school",2,2,1,7,7,3,3,2,7,6,7,6,7,4,5,2,5,4,1,4,7,2,6,7,6,3,3,2,7,3,6,6,5,4
"18-24","Male","Bachelor’s degree",2,6,2,2,3,4,3,1,5,3,4,5,2,2,5,2,2,3,1,6,2,1,6,4,6,2,6,1,1,1,2,7,6,7
"55-64","Male","Less than high school",5,6,6,3,4,3,7,2,1,6,2,5,3,1,4,7,2,2,4,5,1,1,4,7,5,6,7,7,1,7,4,7,1,3
"25-34","Female","Bachelor’s degree",3,1,1,6,2,7,6,7,3,2,4,4,6,7,7,5,6,6,1,2,7,2,6,7,2,3,7,5,5,2,1,6,3,5
"18-24","Female","High school graduate",4,1,2,7,7,1,4,2,5,5,4,6,6,6,2,4,3,4,2,6,2,7,3,2,4,6,4,7,3,1,3,3,3,2
"45-54","Male","High school graduate",7,7,6,3,2,2,6,1,1,7,3,5,6,5,4,6,4,6,1,2,7,4,3,3,7,1,7,3,2,6,7,5,7,7
"18-24","Female","Some college",1,7,4,5,6,6,2,4,1,1,7,3,6,7,3,3,2,7,4,1,6,3,4,2,1,7,2,3,6,6,4,6,5,5
"18-24","Male","Some college",4,3,6,2,7,4,2,2,1,6,3,1,6,7,5,7,4,4,4,7,6,4,6,6,1,2,7,2,6,6,2,4,1,7
"25-34","Female","Bachelor’s degree",4,2,1,4,7,6,2,6,6,4,7,7,3,6,4,5,7,5,2,2,7,7,7,3,2,7,6,1,7,6,2,2,3,1
"18-24","Male","Some college",6,7,2,1,3,4,1,3,7,6,3,2,6,6,7,6,6,2,2,2,1,3,5,6,3,6,6,4,3,4,7,1,2,3
"25-34","Male","Bachelor’s degree",2,6,4,7,6,7,2,3,2,2,2,4,6,6,1,3,7,6,7,2,1,1,3,5,4,4,7,7,7,1,5,6,5,3
"35-44","Female","Master’s degree or higher",3,1,7,4,5,4,3,3,5,1,5,2,2,2,4,4,2,7,5,5,7,6,1,1,5,6,5,5,2,4,3,2,2,7
"35-44","Female","Some college",5,7,7,6,1,6,6,5,2,7,2,5,6,6,1,6,4,3,5,3,7,4,6,2,2,5,2,7,6,2,5,5,7,1
"55-64","Female","Master’s degree or higher",6,2,2,6,2,3,6,2,6,3,2,1,5,7,6,1,2,5,3,2,6,7,6,4,1,4,4,6,2,3,4,4,7,7
"18-24","Male","Master’s degree or higher",1,1,3,2,5,3,4,7,5,3,6,2,3,5,6,3,5,7,2,1,1,6,1,7,2,6,5,7,6,4,3,6,2,1
"<18","Male","High school graduate",5,4,5,2,4,1,2,4,2,1,4,1,1,6,7,7,3,7,1,4,4,2,3,1,4,5,1,5,4,7,2,1,5,1
"45-54","Female","Master’s degree or higher",2,4,5,3,5,3,4,6,1,2,5,3,7,6,7,4,1,1,2,6,2,1,1,1,5,1,6,7,2,5,6,3,3,1
"18-24","Female","High school graduate",3,6,3,5,6,4,6,7,5,2,4,7,4,1,1,3,6,4,5,3,3,3,4,2,5,5,6,7,2,4,4,2,1,6
"25-34","Male","Master’s degree or higher",5,2,1,4,4,1,5,5,7,7,5,4,3,1,5,6,2,2,7,7,4,6,1,2,3,6,1,6,5,6,6,3,3,5
"<18","Male","Master’s degree or higher",2,3,2,2,6,5,7,7,6,5,1,2,6,6,1,3,6,7,1,4,3,1,1,1,2,2,3,3,6,1,3,4,5,3
"35-44","Male","Master’s degree or higher",1,2,1,3,5,7,3,5,3,3,2,5,4,7,6,3,6,2,6,7,3,1,6,2,7,7,1,5,1,1,6,6,2,1
"18-24","Female","High school graduate",2,4,4,4,6,6,6,4,3,6,2,4,5,1,4,6,5,3,1,2,2,4,5,4,6,7,2,5,3,2,6,1,7,4
"55-64","Female","Some college",1,4,7,6,6,6,6,2,7,7,1,3,2,5,1,3,7,7,6,4,6,2,6,1,6,6,5,6,5,5,3,7,4,3
"25-34","Female","Less than high school",4,6,3,2,4,6,1,1,5,5,6,5,7,4,7,4,4,1,1,2,3,4,3,6,4,2,4,3,2,6,1,6,5,2
"55-64","Male","Some college",2,2,1,2,7,7,5,2,4,3,2,3,5,3,1,4,5,7,2,7,3,5,7,5,1,4,3,6,5,2,7,1,3,3
"25-34","Female","Bachelor’s degree",5,5,5,6,5,3,2,1,6,5,1,2,7,5,1,5,5,6,6,5,1,2,7,5,4,2,7,5,7,3,7,3,4,1
"18-24","Male","Some college",7,6,7,3,1,1,3,3,4,7,6,7,3,7,6,1,7,3,7,6,4,7,7,4,4,4,7,4,7,5,5,3,2,1
"35-44","Non-binary","Bachelor’s degree",7,3,6,7,7,6,4,7,4,5,5,2,6,4,2,2,5,1,7,4,6,3,7,2,4,2,4,4,4,3,5,6,5,1
"25-34","Male","Master’s degree or higher",3,4,2,6,2,7,7,4,4,4,2,5,7,2,7,7,6,4,1,3,7,7,6,6,2,3,6,6,7,3,7,3,1,7
"25-34","Female","Less than high school",2,1,5,6,2,6,6,5,2,7,5,2,4,5,5,5,5,2,2,5,4,5,6,6,7,1,5,4,2,4,4,1,2,4
"25-34","Male","Master’s degree or higher",7,5,5,6,4,4,3,6,2,6,2,6,2,4,6,2,5,7,6,4,2,7,5,5,6,2,6,1,5,4,1,2,1,5
"45-54","Male","High school graduate",4,7,3,3,1,5,2,7,5,3,2,3,3,1,7,1,6,6,3,7,6,2,7,2,7,4,6,3,3,7,3,2,1,4
"18-24","Non-binary","High school graduate",6,4,7,7,4,1,5,1,6,6,1,7,3,2,5,3,2,3,5,4,5,5,5,2,7,1,5,7,6,3,4,7,2,7
"25-34","Male","Bachelor’s degree",6,2,1,4,7,7,1,2,2,7,3,4,7,3,5,7,4,3,2,7,6,3,4,2,4,6,6,4,4,5,5,4,3,4
"25-34","Female","High school graduate",2,3,5,3,4,7,1,5,6,5,1,2,3,2,1,3,5,6,1,5,4,1,5,4,5,1,2,2,6,5,4,1,1,2
"25-34","Male","Some college",2,5,7,7,2,2,4,6,6,2,2,2,3,5,6,7,3,1,3,6,1,6,6,5,1,6,1,1,7,2,5,3,6,7
"25-34","Female","Bachelor’s degree",4,1,1,5,4,6,3,6,4,4,6,3,4,3,7,2,3,7,2,1,5,6,4,6,6,3,5,6,7,4,7,4,7,4
"35-44","Male","Bachelor’s degree",6,4,5,1,1,7,3,4,7,1,5,1,4,1,7,5,3,3,7,7,3,5,3,3,6,4,3,1,1,7,2,5,1,1
"25-34","Male","Bachelor’s degree",6,4,2,2,3,6,4,1,5,1,1,1,6,3,5,4,2,2,1,7,7,5,1,5,6,5,2,1,3,4,7,1,7,2
"45-54","Female","High school graduate",1,6,3,2,7,1,1,1,2,7,4,1,1,2,5,2,3,6,3,1,3,6,5,5,5,6,2,6,6,2,2,1,2,7
"25-34","Male","Bachelor’s degree",7,1,4,1,5,6,2,4,6,4,4,1,2,2,7,3,3,2,7,4,1,2,4,7,3,6,3,5,6,1,6,4,3,4
"18-24","Male","Some college",7,5,2,7,1,7,1,4,5,1,4,6,4,3,1,4,6,2,3,1,5,7,1,2,6,6,5,4,4,6,7,4,4,7
"55-64","Male","High school graduate",6,3,2,7,3,7,4,1,2,6,3,3,3,2,2,3,1,3,5,1,1,1,3,4,7,2,2,2,4,2,7,6,1,4
"25-34","Female","Less than high school",3,2,4,2,3,4,7,6,6,3,3,7,3,3,1,3,1,1,3,2,7,7,1,7,5,5,3,2,7,6,5,1,2,1
"35-44","Male","High school graduate",3,7,2,4,4,4,2,3,7,2,7,6,6,4,6,5,2,7,1,3,2,5,4,6,6,6,4,6,1,1,3,7,6,6
"35-44","Female","High school graduate",7,2,4,6,6,1,2,5,5,6,2,3,1,2,5,6,6,4,5,7,5,4,3,2,3,3,3,3,6,2,5,6,3,4
"25-34","Male","Bachelor’s degree",2,5,2,4,3,3,7,6,6,5,6,3,4,6,5,2,3,4,4,5,6,5,6,7,6,1,6,5,2,3,3,6,7,5
"35-44","Female","Some college",7,1,4,3,3,3,2,6,5,6,3,1,3,1,3,5,2,7,5,5,1,2,4,6,5,4,3,7,7,4,5,6,7,7
"25-34","Female","Some college",3,6,5,2,4,2,6,1,6,3,3,3,2,7,4,4,7,3,3,6,1,3,3,3,6,7,2,1,4,1,6,1,5,1
"25-34","Female","Some college",2,7,3,7,4,4,3,4,5,3,3,3,4,2,7,3,7,5,6,6,4,2,7,1,7,6,6,2,2,7,6,4,2,1
"18-24","Female","Bachelor’s degree",6,5,5,2,7,4,5,5,1,3,2,3,2,2,1,5,6,7,1,2,3,6,5,2,3,4,6,1,5,5,4,1,2,2
